,username,id,date,tweet,retweets,likes
58,@elonmusk,1488889793048195082,2022-02-02 14:59:23,@MinimalDuck @Tesla @Gfilche @WholeMarsBlog Tunnels …,273,5877
59,@elonmusk,1488823885931941893,2022-02-02 10:37:30,"Exciting progress at Starbase, Texas!",8604,160369
60,@elonmusk,1488751559672483841,2022-02-02 05:50:06,"@SpaceXFan97 @alexmd2 @SpaceX 320 bar is achievable, maybe even 330",255,5611
61,@elonmusk,1488749873210052611,2022-02-02 05:43:24,This is twice the area of our standard phased array with broader scan angle,1142,23157
62,@elonmusk,1488749346929713156,2022-02-02 05:41:18,@Erdayastronaut Thanks for letting me know. Will be fixed soon.,238,6958
63,@elonmusk,1488748807235985417,2022-02-02 05:39:09,@russ1mitchell Thanks for the deep belly laugh 🤣🤣,278,7784
64,@elonmusk,1488746173498212353,2022-02-02 05:28:41,Starlink high performance antenna https://t.co/83kIQSNV3l,4418,50858
65,@elonmusk,1488616492329484296,2022-02-01 20:53:23,"@NoahWebb_ @WholeMarsBlog @tkrisher Will begin limited rollout to Canada this month. Safety is paramount, so we hav… https://t.co/RrueUguLJI",283,3815
66,@elonmusk,1488615123946246151,2022-02-01 20:47:57,"@WholeMarsBlog @tkrisher He’s actually a lobbyist, not a journalist. There are many who pose as the latter while be… https://t.co/ITvIB8bVjA",549,5273
67,@elonmusk,1488587061829509124,2022-02-01 18:56:26,@TeslaOwnersUK Yes,244,6070
68,@elonmusk,1488578693949710338,2022-02-01 18:23:11,@ClumsyWinks @Halo Same,50,1420
69,@elonmusk,1488566972753326089,2022-02-01 17:36:37,@archillect Dragon hover test,498,13108
70,@elonmusk,1488437071761055745,2022-02-01 09:00:26,@Erdayastronaut Will upload some videos tomorrow,722,21514
71,@elonmusk,1488393354144530432,2022-02-01 06:06:43,@Halo Harbinger battle on L is tough,232,6554
72,@elonmusk,1488391303520034817,2022-02-01 05:58:34,"@WholeMarsBlog Tesla is as much a software company as it is a hardware company, both in car and in factory. This is not widely understood.",1062,9228
73,@elonmusk,1488390820214542338,2022-02-01 05:56:39,"@WholeMarsBlog Tesla has great respect for software engineering, they do not",387,6134
74,@elonmusk,1488320668668239873,2022-02-01 01:17:53,RT @SpaceX: View of Falcon 9's stage separation from ground cameras https://t.co/lHDfQlKgZI,7107,0
75,@elonmusk,1488297924329103361,2022-01-31 23:47:31,@GerberKawasaki @Tesla @joerogan …,282,4969
76,@elonmusk,1488297679557959681,2022-01-31 23:46:32,"@SpaceX 16 story tall rocket, traveling several times faster than a bullet, backflips &amp; fires engines to return to launch site",3560,50767
77,@elonmusk,1488289327767560194,2022-01-31 23:13:21,RT @SpaceX: Watch launch of COSMO-SkyMed Second Generation FM2 → https://t.co/bJFjLCzWdK  https://t.co/T1bjltSCe1,2409,0
78,@elonmusk,1488289312345047042,2022-01-31 23:13:17,RT @SpaceX: Liftoff! https://t.co/aJG87rLr0U,3782,0
79,@elonmusk,1488269452588326913,2022-01-31 21:54:22,"Denmark just ended Covid restrictions
 https://t.co/tg12nar2CJ",31050,192925
80,@elonmusk,1488267593429716992,2022-01-31 21:46:59,@TheBabylonBee 🤣🤣,482,12814
81,@elonmusk,1488234069922131969,2022-01-31 19:33:46,"@GailAlfarATX They’ve been writing bogus articles about Tesla (and me) for years. In the end, it is their own credibility that suffers.",660,7719
82,@elonmusk,1488206021633925125,2022-01-31 17:42:19,@lexfridman https://t.co/HTxJtqvZCd,7079,49520
83,@elonmusk,1488195729105502216,2022-01-31 17:01:25,RT @TeslaCharging: Non-Tesla vehicles can now charge at select Superchargers in France and Norway via the Tesla app. Learn more at https://…,2447,0
84,@elonmusk,1488050840095047688,2022-01-31 07:25:41,"@heydave7 Dave, I know you’re a fan, but this is a silly question. I don’t drive programs because I want to, but because I have to.",596,10786
85,@elonmusk,1488039236494311424,2022-01-31 06:39:35,https://t.co/dFwIuBVcD0,19085,203319
86,@elonmusk,1487921357476155393,2022-01-30 22:51:10,Halo Infinite campaign is good,18348,240993
87,@elonmusk,1487898308865523714,2022-01-30 21:19:35,"@heydave7 I’m driving this program personally, as is the case for almost all new programs",867,17322
88,@elonmusk,1487882349081628673,2022-01-30 20:16:10,@WSJ https://t.co/TowWorRqW9,9598,37197
89,@elonmusk,1487879449798270977,2022-01-30 20:04:38,"For reasons unknown, @potus is unable to say the word “Tesla” https://t.co/dcBNowOgKA",11199,97764
90,@elonmusk,1487876118870777856,2022-01-30 19:51:24,"@aginnt If the government had the mandate of the people, there would be a significant counter-protest. There is not, therefore they do not.",4531,23206
91,@elonmusk,1487874188375326723,2022-01-30 19:43:44,@GailAlfarATX @POTUS @Tesla @JohnnaCrider1 @SawyerMerritt @WholeMarsBlog @teslaownersSV @TeslaOwnersEBay… https://t.co/nwgHE1DJhx,433,9298
92,@elonmusk,1487873822443257857,2022-01-30 19:42:17,@WSJ How many gene sequence changes to Covid-19 before it isn’t “Covid-19” anymore? OG Covid-19 ended a long time ago.,2973,18336
93,@elonmusk,1487865483193847808,2022-01-30 19:09:09,@aginnt Protesting in a Canadian winter shows real commitment!,4756,30198
94,@elonmusk,1487861890730496001,2022-01-30 18:54:52,@aginnt It would appear that the so-called “fringe minority” is actually the government,20653,81854
95,@elonmusk,1487861173626101760,2022-01-30 18:52:01,So many Hitlers! https://t.co/52sUuPcB93,32057,253364
96,@elonmusk,1487853515535892482,2022-01-30 18:21:35,@EuropeSpace360 @ArianeGroup A step in the right direction,200,4208
97,@elonmusk,1487850528046338052,2022-01-30 18:09:43,@CNBCClosingBell @SaraEisen @BrianDeeseNEC Great interviewer!,651,12958
98,@elonmusk,1487842692704862214,2022-01-30 17:38:35,https://t.co/QEwmhecTmE,40026,325095
99,@elonmusk,1487831260059746304,2022-01-30 16:53:09,"@Liv_Boeree If Canadian government is suppressing peaceful protests, that‘s where fascism lies &amp; cartoonist is just… https://t.co/tBYbgs1p6h",1140,6786
100,@elonmusk,1487720010835382275,2022-01-30 09:31:05,@WholeMarsBlog Yup,279,6386
101,@elonmusk,1487703756112154628,2022-01-30 08:26:30,https://t.co/wTIHLyVkYw,36263,395650
102,@elonmusk,1487587017596801024,2022-01-30 00:42:37,"@WholeMarsBlog Now that the big automotive advertisers are making EVs, you will see far fewer articles about EVs ca… https://t.co/yFILiIRm4E",1446,17285
103,@elonmusk,1487571050636484609,2022-01-29 23:39:10,Just rewatched True Romance ♥️,7076,113134
104,@elonmusk,1487558814522122245,2022-01-29 22:50:33,@karpathy The ratio of machine to human compute skyrockets,517,8402
105,@elonmusk,1487557474311880709,2022-01-29 22:45:14,@heydave7 True,302,7268
106,@elonmusk,1487435878591078400,2022-01-29 14:42:03,@jordanbpeterson Voters should call their elected politicians now to make it clear how they feel,2506,17952
107,@elonmusk,1487385441292754946,2022-01-29 11:21:38,Lie back and think of Mars,17162,207489
108,@elonmusk,1487385294785728515,2022-01-29 11:21:03,@PPathole @SpaceX We need serious tonnage to Mars,540,9985
109,@elonmusk,1487316787385581570,2022-01-29 06:48:49,https://t.co/ryK36jvxNx,24325,220269
110,@elonmusk,1487295769749168128,2022-01-29 05:25:18,The Universe is a Hydrogen Sonata,9172,126916
111,@elonmusk,1487213353592365057,2022-01-28 23:57:49,@Austen There are many faux 🦄,443,9838
112,@elonmusk,1487208665413259267,2022-01-28 23:39:11,@SawyerMerritt It has been a very long road,492,12864
113,@elonmusk,1487168671269203968,2022-01-28 21:00:16,@DineshDSouza Interesting ideas,4941,70577
114,@elonmusk,1487168386492776449,2022-01-28 20:59:08,@Teslaconomics @stevenmarkryan There will only be EVs in the future,600,6160
115,@elonmusk,1487144923593949186,2022-01-28 19:25:54,@Tesmanian_com Excited for future of solar at Tesla!,769,13734
116,@elonmusk,1487121182155550725,2022-01-28 17:51:33,@stevenmarkryan Tesla will support FSD licensing by other manufacturers,722,6768
117,@elonmusk,1487119404382961664,2022-01-28 17:44:30,"Disney in the streets,
Euphoria in the sheets

https://t.co/BPf9Bh23mv",4929,46648
118,@elonmusk,1487118125732671497,2022-01-28 17:39:25,@archillect I have one,1088,38160
119,@elonmusk,1486880325871587329,2022-01-28 01:54:29,"@stevenmarkryan Given how hard insanely FSD is, I think it may take 5 years or more before any company besides Tesla solves it",978,9721
120,@elonmusk,1486854230405173252,2022-01-28 00:10:47,@StockSwingAlert @cybrtrkguy I have a feeling that the gerrymandering will not work as well as they think,851,12389
121,@elonmusk,1486850549928579075,2022-01-27 23:56:10,And in the darkness bind them https://t.co/BvxR4HTTq1,36278,204443
122,@elonmusk,1486848098387345408,2022-01-27 23:46:25,"@guper777 Honestly, I would let the border regions vote. Let the people there actually decide.",328,4964
123,@elonmusk,1486846853056450560,2022-01-27 23:41:28,@cybrtrkguy Vote them out,8732,73399
124,@elonmusk,1486846468887560201,2022-01-27 23:39:57,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny.",129305,565922
125,@elonmusk,1486827458632503297,2022-01-27 22:24:24,Seems odd that the UN still hasn’t released 2020 world death rates,36902,276095
126,@elonmusk,1486822755546845187,2022-01-27 22:05:43,@jayvasdigital Freedom is being stripped away one piece at a time until it is gone,13943,67226
127,@elonmusk,1486822192264499201,2022-01-27 22:03:29,"@LimitingThe @baglino Manganese also requires less lithium, as it operates at higher voltage",137,2647
128,@elonmusk,1486821592533544971,2022-01-27 22:01:06,@LimitingThe @baglino Just that manganese is an alternative to iron &amp; phosphorus for scaling cathode production to several TWh/year,183,3324
129,@elonmusk,1486812091486978049,2022-01-27 21:23:20,@incentives101 @ICRicardoLara Exactly,157,4482
130,@elonmusk,1486809727963123716,2022-01-27 21:13:57,@ICRicardoLara Your policies are directly responsible for the outrageously high insurance premiums paid by Californians,481,6486
131,@elonmusk,1486809352686211072,2022-01-27 21:12:27,@ICRicardoLara You should be voted out of office,553,7453
132,@elonmusk,1486806256027422730,2022-01-27 21:00:09,CB radios are free from govt/media control,12938,119964
133,@elonmusk,1486802784150302723,2022-01-27 20:46:21,@RenataKonkoly @POTUS 🤣,262,7849
134,@elonmusk,1486799184904736774,2022-01-27 20:32:03,@EmmetPeppers Exactly,389,8742
135,@elonmusk,1486775573779292162,2022-01-27 18:58:14,@MemesOfMars @disclosetv 👍,248,4987
136,@elonmusk,1486775453385957383,2022-01-27 18:57:45,@PeterAttiaMD 💯,188,4213
137,@elonmusk,1486775205162848257,2022-01-27 18:56:46,@disclosetv I am in awe of Sweden,1485,11583
138,@elonmusk,1486772334635536395,2022-01-27 18:45:22,Canadian truckers rule,80841,443704
139,@elonmusk,1486769461935886345,2022-01-27 18:33:57,@kimpaquette Biden is treating the American public like fools,6420,34091
140,@elonmusk,1486768360025174020,2022-01-27 18:29:34,@dogeofficialceo @EvaFoxU @POTUS 🤣,377,9925
141,@elonmusk,1486767109275328516,2022-01-27 18:24:36,@EvaFoxU @POTUS Biden is a damp 🧦 puppet in human form,11918,55032
142,@elonmusk,1486765679957225472,2022-01-27 18:18:55,@PPathole I might have made it too pointy!,246,5102
143,@elonmusk,1486758032038113281,2022-01-27 17:48:32,"@POTUS Starts with a T
Ends with an A
ESL in the middle",9810,86823
144,@elonmusk,1486753860555358216,2022-01-27 17:31:57,Je m’aple syrup,12739,162716
145,@elonmusk,1486745794619265028,2022-01-27 16:59:54,"@WholeMarsBlog They’re being driven around in limousines, so they can’t grok it",486,9524
146,@elonmusk,1486745195186163715,2022-01-27 16:57:31,"@TashaARK Sounds about right for autonomous cars.

Optimus will greatly exceed this. The economy will be as big as… https://t.co/L5H4sY3V3X",593,5303
147,@elonmusk,1486617252128608256,2022-01-27 08:29:07,@Gfilche @Tesla ♥️,687,18853
148,@elonmusk,1486380368362188805,2022-01-26 16:47:50,@WholeMarsBlog They appear to have some room for improvement,864,20225
149,@elonmusk,1486372366812954632,2022-01-26 16:16:02,@wonderofscience https://t.co/qFc6vxeFFl,290,5286
150,@elonmusk,1486216691809927168,2022-01-26 05:57:26,@karpathy 💯,372,7603
151,@elonmusk,1486211625984176130,2022-01-26 05:37:18,@alex_avoigt 🤣,367,10213
152,@elonmusk,1486143850368360448,2022-01-26 01:07:59,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!,13740,229367
153,@elonmusk,1486143474554523651,2022-01-26 01:06:30,@GailAlfarATX I have trouble understanding any other motivations tbh,435,6688
154,@elonmusk,1486018123585179653,2022-01-25 16:48:24,@BillyM2k Nice,1349,17228
155,@elonmusk,1486017140318773248,2022-01-25 16:44:29,@BillyM2k It’s like he could see the future!,2139,20342
156,@elonmusk,1485955529813987330,2022-01-25 12:39:40,https://t.co/iLfCWdi0Lb,86019,495407
157,@elonmusk,1485953263040188416,2022-01-25 12:30:40,I will eat a happy meal on tv if @McDonalds accepts Dogecoin,60026,423701
158,@elonmusk,1485933810516697092,2022-01-25 11:13:22,@MarcusHouse @technology This is a matter of much internal debate,166,3527
159,@elonmusk,1485932186280906752,2022-01-25 11:06:55,@technology Our biggest limitation with Fremont is convincing enough associates to build cars when they have so man… https://t.co/cJSuWntk5P,332,4395
160,@elonmusk,1485927658294845442,2022-01-25 10:48:55,https://t.co/ReDlSVLcl7,95112,388842
161,@elonmusk,1485926395633152006,2022-01-25 10:43:54,https://t.co/gT0jq8Z6iH,22721,282323
162,@elonmusk,1485886978738565125,2022-01-25 08:07:16,@skorusARK I sense a trend,982,19598
163,@elonmusk,1484458533055836161,2022-01-21 09:31:08,RT @Tesla: Graffiti art at Giga Berlin https://t.co/aOj4kZNcbU,7009,0
164,@elonmusk,1484458464806162432,2022-01-21 09:30:52,@business Great wisdom,504,8386
165,@elonmusk,1484456594775678976,2022-01-21 09:23:26,Twitter is spending engineering resources on this bs while crypto scammers are throwing a spambot block party in every thread!?,10159,149510
166,@elonmusk,1484454651563069443,2022-01-21 09:15:43,@NutaIie 🤣,208,11248
167,@elonmusk,1484453889671942144,2022-01-21 09:12:41,This is annoying https://t.co/KAkDl29CTX,19380,220868
168,@elonmusk,1484424055071641602,2022-01-21 07:14:08,"@WholeMarsBlog @Reuters This is a hard thing for us to do right now, as we don’t have enough satellites with laser… https://t.co/aGfnfn6kzF",443,7561
169,@elonmusk,1484422657995116545,2022-01-21 07:08:35,"@matthew_kerle @WholeMarsBlog @CodingMark Yeah, this saves a whole tap. Just swipe down for auto navigate.",106,2200
170,@elonmusk,1484422174626746371,2022-01-21 07:06:40,@Reuters Could people from Tonga let us know if it is important for SpaceX to send over Starlink terminals?,1963,27656
171,@elonmusk,1484412574061973504,2022-01-21 06:28:31,@thetweethaver wtf,288,5745
172,@elonmusk,1484401637594644480,2022-01-21 05:45:03,@teslaownersSV An SUV that is faster than a Formula 1 race car https://t.co/43YJpFDGpf,603,6634
173,@elonmusk,1484381725761282056,2022-01-21 04:25:56,@Rainmaker1973 @supriyasahuias Baby X is just like this haha,1454,19174
174,@elonmusk,1484321955343785986,2022-01-21 00:28:26,@Nitzao @bevedoni Most people have no idea,430,4747
175,@elonmusk,1484080284593176576,2022-01-20 08:28:07,@BLKMDL3 Yeah,486,22192
176,@elonmusk,1484012192915677184,2022-01-20 03:57:33,Maybe something like this https://t.co/PUBLdaewt8,8709,88433
177,@elonmusk,1484009139756056583,2022-01-20 03:45:25,https://t.co/rTlxHR4zi1,33888,329651
178,@elonmusk,1484002196538671106,2022-01-20 03:17:49,Frank &amp; Beans https://t.co/xJfuW6HKs4,5376,69250
179,@elonmusk,1483907599036780557,2022-01-19 21:01:55,@blueskykites @Grimezsz @WholeMarsBlog @SpaceXMR @musky_meme @CovelloMassimo @SpaceX @Kristennetten @EliBurton_… https://t.co/8F5CkcNH9p,523,17901
180,@elonmusk,1483868696246468614,2022-01-19 18:27:20,@hiromichimizuno Same,297,6367
181,@elonmusk,1483849897925353480,2022-01-19 17:12:38,@sdteslaowners @Alandbru Ok,124,3113
182,@elonmusk,1483849583436390408,2022-01-19 17:11:23,@nichegamer But is he playing it on Legendary difficulty?,344,8542
183,@elonmusk,1483741343335821313,2022-01-19 10:01:17,@stevenmarkryan Will do our best. Decentralized control of the robots will be critical.,408,7131
184,@elonmusk,1483740768145715201,2022-01-19 09:59:00,@WholeMarsBlog @RealDanODowd Sheer luck,233,5281
185,@elonmusk,1483733179219517443,2022-01-19 09:28:51,@AdamSinger I hear versions of this often irl,146,3345
186,@elonmusk,1483728729545363457,2022-01-19 09:11:10,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",6138,88940
187,@elonmusk,1483717933700366336,2022-01-19 08:28:16,https://t.co/n2ivCG4E8b,21869,176373
188,@elonmusk,1483633282482847744,2022-01-19 02:51:53,Believe in the future!,48072,378445
189,@elonmusk,1483632730298621954,2022-01-19 02:49:42,Back to the moon soon,8499,111875
190,@elonmusk,1483631831748685835,2022-01-19 02:46:07,https://t.co/vltBvTXExY,21672,274523
191,@elonmusk,1483625107264319492,2022-01-19 02:19:24,@SpaceX Another 49 Starlinks reach orbit,1242,22465
192,@elonmusk,1483614923158691840,2022-01-19 01:38:56,@PPathole @Tesla I was just there. Good progress!,249,5184
193,@elonmusk,1483600671853223936,2022-01-19 00:42:18,@tesla_raj People do not yet understand how valuable an autonomous vehicle will be,1030,11144
194,@elonmusk,1483593793223991298,2022-01-19 00:14:58,@nichegamer https://t.co/mzY5LICG8r,146,1779
195,@elonmusk,1483592644928413698,2022-01-19 00:10:25,"@nichegamer Last year, Japan had ~800k births &amp; life expectancy is 85 years (impressively high!), implying future p… https://t.co/uiaBGesMVD",921,7598
196,@elonmusk,1483570552510025729,2022-01-18 22:42:37,@jhall Tragic case of ego/ability&gt;&gt;1,152,2392
197,@elonmusk,1483526984223367173,2022-01-18 19:49:30,https://t.co/OE5bjbf6Gq,3040,26855
198,@elonmusk,1483526459021012998,2022-01-18 19:47:25,https://t.co/xMaVipUuYf,2208,25187
199,@elonmusk,1483486559336910850,2022-01-18 17:08:52,"If there aren’t enough people for Earth, then there definitely won’t be enough for Mars ☹️",3913,57744
200,@elonmusk,1483486050731364354,2022-01-18 17:06:50,@sweetsinner3 Trying to set a good example 😀,340,14305
201,@elonmusk,1483485872045625352,2022-01-18 17:06:08,@lukemiler Exactly,157,4220
202,@elonmusk,1483485798548840450,2022-01-18 17:05:50,UN projections are utter nonsense. Just multiply last year’s births by life expectancy. Given downward trend in bir… https://t.co/46yabDpaaC,2830,43385
203,@elonmusk,1483484932961972227,2022-01-18 17:02:24,We should be much more worried about population collapse,21305,197536
204,@elonmusk,1483465203048189952,2022-01-18 15:44:00,@Rainmaker1973 I see where Frank Herbert got some of his ideas,271,7079
205,@elonmusk,1483347625592213504,2022-01-18 07:56:47,@heydave7 🤣,180,4046
206,@elonmusk,1483338057403273218,2022-01-18 07:18:46,@WholeMarsBlog Yup,140,2929
207,@elonmusk,1483331789477265414,2022-01-18 06:53:52,@BillyM2k Honestly I woulda clicked it,564,8416
208,@elonmusk,1483323116126416896,2022-01-18 06:19:24,"@teslaownersSV Spatial &amp; temporal memory are improving, so there will be less flicker",467,11340
209,@elonmusk,1483275291472666632,2022-01-18 03:09:22,"@SawyerMerritt Yeah, unfortunately this is becoming a security issue",592,12087
210,@elonmusk,1483268997605134338,2022-01-18 02:44:21,"@PPathole Cool, we’re both born 69 days after 4/20 haha",1447,36062
211,@elonmusk,1483213212556443658,2022-01-17 23:02:41,"@DriveTeslaca I obv can’t comment on every rumor, but this isn’t true. Am headed to Berlin mid Feb, not this week.",403,8569
212,@elonmusk,1483183318019493892,2022-01-17 21:03:53,@teslaownersSV Pretty wild,684,17106
213,@elonmusk,1483168416777347079,2022-01-17 20:04:41,@BillyM2k The most entertaining outcome is the most likely,3043,22815
214,@elonmusk,1483136827141890048,2022-01-17 17:59:09,@pmarca Accurate video 🤣,242,3910
215,@elonmusk,1483123147654283277,2022-01-17 17:04:48,@WholeMarsBlog 10.9 going out later this week,267,3800
216,@elonmusk,1483095446893600768,2022-01-17 15:14:43,@WholeMarsBlog Indeed 🧐,379,9350
217,@elonmusk,1482940777726681089,2022-01-17 05:00:07,@pervocracy 🤣👍,312,8319
218,@elonmusk,1482864773687656462,2022-01-16 23:58:06,@BillyM2k Yeah,594,15461
219,@elonmusk,1482860632403759118,2022-01-16 23:41:39,@NoahWebb_ We will start rolling out FSD beta in Canada cautiously in next 2 to 4 weeks,553,7363
220,@elonmusk,1482858399889084416,2022-01-16 23:32:47,😅,2576,70895
